Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_021497645.1_ASM2149764v1,Rhodococcus,erythropolis,D310-1,6509297,131806,,,,,,,,,,,,,,,,,,,,,,6641103_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_022059865.1_ASM2205986v1,Rhodococcus,erythropolis,CERE8,6442563,232438,158679,80445,31790,,,,,,,,,,,,,,,,,,,6945915_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003208035.1_ASM320803v1,Streptomyces,actuosus,ATCC_25421,8145579,,,,,,,,,,,,,,,,,,,,,,,8145579_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000359525.1_ASM35952v1,Streptomyces,albidoflavus,J1074,6841649,,,,,,,,,,,,,,,,,,,,,,,6841649_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001577385.1_ASM157738v1,Streptomyces,albidoflavus,SM254,7170504,,,,,,,,,,,,,,,,,,,,,,,7170504_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013693715.1_ASM1369371v1,Streptomyces,albidoflavus,J1074/R2,6942952,,,,,,,,,,,,,,,,,,,,,,,6942952_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015601545.1_ASM1560154v1,Streptomyces,albidoflavus,W68,6796629,,,,,,,,,,,,,,,,,,,,,,,6796629_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000827005.1_ASM82700v1,Streptomyces,albus,DSM_41398,8384669,,,,,,,,,,,,,,,,,,,,,,,8384669_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001753425.1_ASM175342v1,Streptomyces,albus,BK3-25,8308430,,,,,,,,,,,,,,,,,,,,,,,8308430_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003675345.1_ASM367534v1,Streptomyces,albus,ZD11,8317371,,,,,,,,,,,,,,,,,,,,,,,8317371_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_011006355.1_ASM1100635v1,Streptomyces,albus,CAS922,8069210,,,,,,,,,,,,,,,,,,,,,,,8069210_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023168305.1_ASM2316830v1,Streptomyces,albus,G153,6850711,,,,,,,,,,,,,,,,,,,,,,,6850711_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001632865.1_ASM163286v1,Streptomyces,ambofaciens,DSM_40697,8137876,,,,,,,,,,,,,,,,,,,,,,,8137876_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_012044595.1_ASM1204459v1,Streptomyces,antibioticus,DSM_41481,8473575,,,,,,,,,,,,,,,,,,,,,,,8473575_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_019378935.1_ASM1937893v1,Streptomyces,anulatus,VUW1,8874447,,,,,,,,,,,,,,,,,,,,,,,8874447_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020783455.1_ASM2078345v1,Streptomyces,anulatus,YINM00001,8372992,317781,,,,,,,,,,,,,,,,,,,,,,8690773_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003330865.1_ASM333086v1,Streptomyces,atratus,SCSIO_ZH16,9641288,,,,,,,,,,,,,,,,,,,,,,,9641288_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001693675.1_ASM169367v1,Streptomyces,clavuligerus,F613-1,6883702,707056,,,,,,,,,,,,,,,,,,,,,,7590758_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003454755.1_ASM345475v1,Streptomyces,clavuligerus,F1D-5,6900908,1051520,106697,,,,,,,,,,,,,,,,,,,,,8059125_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_005519465.1_ASM551946v1,Streptomyces,clavuligerus,ATCC_27064,6748591,1795495,,,,,,,,,,,,,,,,,,,,,,8544086_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015708605.1_ASM1570860v1,Streptomyces,clavuligerus,ATCC_27064,6748580,1794824,149702,11696,,,,,,,,,,,,,,,,,,,,8704802_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767735.1_ASM1576773v1,Streptomyces,clavuligerus,F1D1,6872022,716893,,,,,,,,,,,,,,,,,,,,,,7588915_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767755.1_ASM1576775v1,Streptomyces,clavuligerus,F1D4,6872933,723139,23407,23362,22170,,,,,,,,,,,,,,,,,,,7665011_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767775.1_ASM1576777v1,Streptomyces,clavuligerus,F1D7,6868099,719983,,,,,,,,,,,,,,,,,,,,,,7588082_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767795.1_ASM1576779v1,Streptomyces,clavuligerus,F1D10,6879575,716977,181794,,,,,,,,,,,,,,,,,,,,,7778346_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767815.1_ASM1576781v1,Streptomyces,clavuligerus,F1D14,6864099,727711,199175,,,,,,,,,,,,,,,,,,,,,7790985_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767855.1_ASM1576785v1,Streptomyces,clavuligerus,F1D18,6859658,706856,,,,,,,,,,,,,,,,,,,,,,7566514_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767875.1_ASM1576787v1,Streptomyces,clavuligerus,F1D26,6878125,727976,,,,,,,,,,,,,,,,,,,,,,7606101_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767895.1_ASM1576789v1,Streptomyces,clavuligerus,F1D31,6879229,717932,,,,,,,,,,,,,,,,,,,,,,7597161_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767915.1_ASM1576791v1,Streptomyces,clavuligerus,F1D35,6883304,718714,278352,,,,,,,,,,,,,,,,,,,,,7880370_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767935.1_ASM1576793v1,Streptomyces,clavuligerus,F1D28,6862413,720761,,,,,,,,,,,,,,,,,,,,,,7583174_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013317105.1_ASM1331710v1,Streptomyces,coelicolor,M1154/pAMX4/pGP1416,8585093,,,,,,,,,,,,,,,,,,,,,,,8585093_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_005517195.1_ASM551719v1,Streptomyces,exfoliatus,A1013Y,7646296,,,,,,,,,,,,,,,,,,,,,,,7646296_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003573485.1_ASM357348v1,Streptomyces,fradiae,NKZ-259,8081458,,,,,,,,,,,,,,,,,,,,,,,8081458_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023376055.1_ASM2337605v1,Streptomyces,fradiae,ZXY017,6125725,,,,,,,,,,,,,,,,,,,,,,,6125725_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000761215.1_ASM76121v1,Streptomyces,glaucescens,GLA.O,7453200,170574,,,,,,,,,,,,,,,,,,,,,,7623774_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003147545.1_ASM314754v1,Streptomyces,globisporus,TFH56,7488586,127820,50115,,,,,,,,,,,,,,,,,,,,,7666521_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002021875.1_ASM202187v1,Streptomyces,hygroscopicus,XM201,12012215,,,,,,,,,,,,,,,,,,,,,,,12012215_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_022846675.1_ASM2284667v1,Streptomyces,hygroscopicus,HOK021,8461249,,,,,,,,,,,,,,,,,,,,,,,8461249_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001685355.1_ASM168535v1,Streptomyces,lincolnensis,NRRL_2936,10319054,,,,,,,,,,,,,,,,,,,,,,,10319054_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003344445.1_ASM334444v1,Streptomyces,lincolnensis,LC-G,9513637,,,,,,,,,,,,,,,,,,,,,,,9513637_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014083905.1_ASM1408390v1,Streptomyces,lincolnensis,B48,10008966,,,,,,,,,,,,,,,,,,,,,,,10008966_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364315.1_ASM1336431v1,Streptomyces,fulvissimus,NA06532,7790974,608416,53193,,,,,,,,,,,,,,,,,,,,,8452583_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_006229535.1_ASM622953v1,Streptomyces,rimosus,WT5260,9365899,292604,,,,,,,,,,,,,,,,,,,,,,9658503_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008704655.1_ASM870465v1,Streptomyces,rimosus,ATCC_10970,9361154,,,,,,,,,,,,,,,,,,,,,,,9361154_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008064995.1_ASM806499v1,Streptomyces,rochei,7434AN4,8364802,,,,,,,,,,,,,,,,,,,,,,,8364802_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008632955.1_ASM863295v1,Streptomyces,tendae,139,6900068,408250,35138,,,,,,,,,,,,,,,,,,,,,7343456_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002082175.1_ASM208217v1,Streptomyces,violaceoruber,S21,7916045,,,,,,,,,,,,,,,,,,,,,,,7916045_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002192455.1_ASM219245v1,Streptomyces,albireticuli,MDJK11,8144417,,,,,,,,,,,,,,,,,,,,,,,8144417_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008704935.1_ASM870493v1,Streptomyces,vinaceus,ATCC_27476,7673509,,,,,,,,,,,,,,,,,,,,,,,7673509_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008704495.1_ASM870449v1,Streptomyces,kanamyceticus,ATCC_12853,10133897,,,,,,,,,,,,,,,,,,,,,,,10133897_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008704715.1_ASM870471v1,Streptomyces,chartreusis,ATCC_14922,9912098,,,,,,,,,,,,,,,,,,,,,,,9912098_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013375055.1_ASM1337505v1,Streptomyces,chartreusis,NA02069,11234141,,,,,,,,,,,,,,,,,,,,,,,11234141_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016917755.1_ASM1691775v1,Streptomyces,noursei,A-2-1,9857535,,,,,,,,,,,,,,,,,,,,,,,9857535_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755785.1_ASM75578v1,Burkholderia,mallei,FMH_23344,3510187,2325354,,,,,,,,,,,,,,,,,,,,,,5835541_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755845.1_ASM75584v1,Burkholderia,mallei,6,3501048,2146721,,,,,,,,,,,,,,,,,,,,,,5647769_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755865.1_ASM75586v1,Burkholderia,mallei,23344,3531732,2093560,,,,,,,,,,,,,,,,,,,,,,5625292_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755885.1_ASM75588v1,Burkholderia,mallei,BMQ,3533325,2096906,,,,,,,,,,,,,,,,,,,,,,5630231_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756025.1_ASM75602v2,Burkholderia,mallei,2000031063,3553363,2321567,,,,,,,,,,,,,,,,,,,,,,5874930_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959165.1_ASM95916v1,Burkholderia,mallei,2002734299,3458247,2284094,,,,,,,,,,,,,,,,,,,,,,5742341_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959405.1_ASM95940v1,Burkholderia,mallei,11,3559874,2353260,,,,,,,,,,,,,,,,,,,,,,5913134_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959465.1_ASM95946v1,Burkholderia,mallei,India86-567-2,3560434,2126012,,,,,,,,,,,,,,,,,,,,,,5686446_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959485.1_ASM95948v1,Burkholderia,mallei,2002734306,3550623,1858539,,,,,,,,,,,,,,,,,,,,,,5409162_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959625.1_ASM95962v1,Burkholderia,mallei,2002721276,3542936,2237503,,,,,,,,,,,,,,,,,,,,,,5780439_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001729545.1_ASM172954v1,Burkholderia,mallei,Bahrain1,3553991,2226175,,,,,,,,,,,,,,,,,,,,,,5780166_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002345985.1_ASM234598v1,Burkholderia,mallei,Turkey1,3471563,2120306,,,,,,,,,,,,,,,,,,,,,,5591869_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346005.1_ASM234600v1,Burkholderia,mallei,Turkey10,3623703,2105279,,,,,,,,,,,,,,,,,,,,,,5728982_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346025.1_ASM234602v1,Burkholderia,mallei,Turkey2,3471484,2120565,,,,,,,,,,,,,,,,,,,,,,5592049_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346045.1_ASM234604v1,Burkholderia,mallei,FMH,3510109,2325357,,,,,,,,,,,,,,,,,,,,,,5835466_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346065.1_ASM234606v1,Burkholderia,mallei,Turkey3,3558404,2104778,,,,,,,,,,,,,,,,,,,,,,5663182_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346085.1_ASM234608v1,Burkholderia,mallei,Turkey4,3625848,2106749,,,,,,,,,,,,,,,,,,,,,,5732597_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346105.1_ASM234610v1,Burkholderia,mallei,Turkey5,3512356,2185904,,,,,,,,,,,,,,,,,,,,,,5698260_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346125.1_ASM234612v1,Burkholderia,mallei,Turkey6,3507358,2240464,,,,,,,,,,,,,,,,,,,,,,5747822_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346145.1_ASM234614v1,Burkholderia,mallei,Turkey7,3578566,2146721,,,,,,,,,,,,,,,,,,,,,,5725287_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346165.1_ASM234616v1,Burkholderia,mallei,Turkey8,3573819,2120572,,,,,,,,,,,,,,,,,,,,,,5694391_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346185.1_ASM234618v1,Burkholderia,mallei,Turkey9,3045954,2728358,,,,,,,,,,,,,,,,,,,,,,5774312_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346205.1_ASM234620v1,Burkholderia,mallei,JHU,3510032,2226558,,,,,,,,,,,,,,,,,,,,,,5736590_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_939576165.1_34,Burkholderia,mallei,34,5647473,,,,,,,,,,,,,,,,,,,,,,,5647473_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_003314795.2_ASM331479v2,Sphingomonas,paucimobilis,AIMST_S2,4005505,,,,,,,,,,,,,,,,,,,,,,,4005505_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_014169955.1_ASM1416995v1,Sphingomonas,paucimobilis,Kira,3917410,79575,44333,,,,,,,,,,,,,,,,,,,,,4041318_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_016027095.1_ASM1602709v1,Sphingomonas,paucimobilis,FDAARGOS_908,3912350,352740,76480,25508,,,,,,,,,,,,,,,,,,,,4367078_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_016028435.1_ASM1602843v1,Sphingomonas,paucimobilis,FDAARGOS_881,4060417,426536,21798,7301,,,,,,,,,,,,,,,,,,,,4516052_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_016919545.1_ASM1691954v1,Sphingomonas,paucimobilis,ZJSH1,3987957,,,,,,,,,,,,,,,,,,,,,,,3987957_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_001078495.2_ASM107849v2,Sphingobium,yanoikuyae,SHJ,5260163,220037,189183,,,,,,,,,,,,,,,,,,,,,5669383_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_002504085.1_ASM250408v1,Sphingobium,yanoikuyae,S72,5532633,,,,,,,,,,,,,,,,,,,,,,,5532633_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_003697265.1_ASM369726v1,Sphingobium,yanoikuyae,SJTF8,5172777,505328,191911,59573,,,,,,,,,,,,,,,,,,,,5929589_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_009856545.1_ASM985654v1,Sphingobium,yanoikuyae,YC-JY1,5482815,135293,66704,65025,45505,15637,,,,,,,,,,,,,,,,,,5810979_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_013001025.1_ASM1300102v1,Sphingobium,yanoikuyae,YC-XJ2,5232360,371560,282770,57270,,,,,,,,,,,,,,,,,,,,5943960_total
Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_000316645.1_ASM31664v1,Nostoc,sp.,PCC_7524,6635030,77478,6361,,,,,,,,,,,,,,,,,,,,,6718869_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959725.1_ASM95972v1,Burkholderia,gladioli,ATCC_10248,4668573,3927513,213090,63573,26710,,,,,,,,,,,,,,,,,,,8899459_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003713105.1_ASM371310v1,Burkholderia,gladioli,Co14,4171651,4002946,145928,,,,,,,,,,,,,,,,,,,,,8320525_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014263355.1_ASM1426335v1,Burkholderia,gladioli,CGB10,4272194,3985347,165662,,,,,,,,,,,,,,,,,,,,,8423203_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016698705.1_ASM1669870v1,Burkholderia,gladioli,BBB-01,4180205,3913767,107512,,,,,,,,,,,,,,,,,,,,,8201484_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023658595.1_ASM2365859v1,Burkholderia,gladioli,BK04,4166767,3872622,,,,,,,,,,,,,,,,,,,,,,8039389_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018243215.1_ASM1824321v1,Ralstonia,syzygii,LLRS-1,3648314,2046405,,,,,,,,,,,,,,,,,,,,,,5694719_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017584165.1_ASM1758416v1,Agrobacterium,rubi,W2/73,2967242,1808982,289141,179725,176213,83319,27826,,,,,,,,,,,,,,,,,5532448_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,,GCF_014189455.1_ASM1418945v1,Mesorhizobium,huakuii,583,7120066,686467,331450,311263,,,,,,,,,,,,,,,,,,,,8449246_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,GCF_002221505.1_ASM222150v1,Pseudoalteromonas,nigrifaciens,KMM_661,3521200,679846,73731,,,,,,,,,,,,,,,,,,,,,4274777_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_020735565.1_ASM2073556v1,Prevotella,buccalis,FDAARGOS_1588,3308411,,,,,,,,,,,,,,,,,,,,,,,3308411_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_003515045.1_ASM351504v1,Prevotella,denticola,KCOM_1525,1846186,1047661,,,,,,,,,,,,,,,,,,,,,,2893847_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128165.1_ASM1812816v1,Prevotella,denticola,F0288,1872001,1066121,,,,,,,,,,,,,,,,,,,,,,2938122_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128185.1_ASM1812818v1,Prevotella,denticola,F0119,3038072,,,,,,,,,,,,,,,,,,,,,,,3038072_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128205.1_ASM1812820v1,Prevotella,denticola,F0115,1887130,1214840,4574,,,,,,,,,,,,,,,,,,,,,3106544_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_001548195.1_ASM154819v1,Prevotella,intermedia,17-2,2131046,606227,,,,,,,,,,,,,,,,,,,,,,2737273_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_001953935.1_ASM195393v1,Prevotella,intermedia,strain_17,2119682,616633,,,,,,,,,,,,,,,,,,,,,,2736315_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002355195.1_ASM235519v1,Prevotella,intermedia,OMA14,2280262,867855,,,,,,,,,,,,,,,,,,,,,,3148117_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763535.1_ASM276353v1,Prevotella,intermedia,KCOM_2033,2777805,,,,,,,,,,,,,,,,,,,,,,,2777805_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763575.1_ASM276357v1,Prevotella,intermedia,KCOM_2836,2760702,,,,,,,,,,,,,,,,,,,,,,,2760702_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763715.1_ASM276371v1,Prevotella,intermedia,KCOM_1949,2011558,753182,,,,,,,,,,,,,,,,,,,,,,2764740_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763745.1_ASM276374v1,Prevotella,intermedia,KCOM_2837,2064201,825849,,,,,,,,,,,,,,,,,,,,,,2890050_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763785.1_ASM276378v1,Prevotella,intermedia,KCOM_2838,2092617,683216,,,,,,,,,,,,,,,,,,,,,,2775833_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763845.1_ASM276384v1,Prevotella,intermedia,KCOM_1933,2136938,600174,,,,,,,,,,,,,,,,,,,,,,2737112_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763955.1_ASM276395v1,Prevotella,intermedia,KCOM_1741,2191051,737408,,,,,,,,,,,,,,,,,,,,,,2928459_total
